run_dir,best_model_checkpoint,best_metric,global_step
/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_capped_inverse_frequency_cap5_seed0_20260702_091747/checkpoints/checkpoint-2270,/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_capped_inverse_frequency_cap5_seed0_20260702_091747/checkpoints/checkpoint-2270,0.5995359365528038,2270
/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_capped_inverse_frequency_cap5_seed0_20260702_091747/checkpoints/checkpoint-3405,/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_capped_inverse_frequency_cap5_seed0_20260702_091747/checkpoints/checkpoint-2270,0.5995359365528038,3405
/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_capped_inverse_frequency_cap5_seed1_20260702_092504/checkpoints/checkpoint-2270,/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_capped_inverse_frequency_cap5_seed1_20260702_092504/checkpoints/checkpoint-2270,0.5854160888925356,2270
/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_capped_inverse_frequency_cap5_seed1_20260702_092504/checkpoints/checkpoint-3405,/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_capped_inverse_frequency_cap5_seed1_20260702_092504/checkpoints/checkpoint-3405,0.6046510274218138,3405
/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_capped_inverse_frequency_cap5_seed42_20260702_091025/checkpoints/checkpoint-2270,/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_capped_inverse_frequency_cap5_seed42_20260702_091025/checkpoints/checkpoint-2270,0.6024428506939429,2270
/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_capped_inverse_frequency_cap5_seed42_20260702_091025/checkpoints/checkpoint-3405,/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_capped_inverse_frequency_cap5_seed42_20260702_091025/checkpoints/checkpoint-2270,0.6024428506939429,3405
/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_effective_number_beta09999_seed0_20260702_100556/checkpoints/checkpoint-2270,/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_effective_number_beta09999_seed0_20260702_100556/checkpoints/checkpoint-2270,0.6038550456959989,2270
/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_effective_number_beta09999_seed0_20260702_100556/checkpoints/checkpoint-3405,/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_effective_number_beta09999_seed0_20260702_100556/checkpoints/checkpoint-2270,0.6038550456959989,3405
/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_effective_number_beta09999_seed1_20260702_101320/checkpoints/checkpoint-2270,/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_effective_number_beta09999_seed1_20260702_101320/checkpoints/checkpoint-2270,0.5896342330136066,2270
/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_effective_number_beta09999_seed1_20260702_101320/checkpoints/checkpoint-3405,/content/drive/MyDrive/Thesis/models/phase4_class_weight_control_runs/phase4_cw_effective_number_beta09999_seed1_20260702_101320/checkpoints/checkpoint-3405,0.6095745047818159,3405
